,dataset_name,category,label,cnt,mx,ag
242,brightening_50,object,plant,4,0.0783866504121482,0.054941528044097604
243,brightening_50,object,pool table,3,0.128882615346547,0.08590361474726134
244,brightening_50,object,pottedplant,1,0.06959084181889799,0.06959084181889799
245,brightening_50,object,road,2,0.047369947101873235,0.04139542558976637
246,brightening_50,object,rock,2,0.050547840869933414,0.046770155104836064
247,brightening_50,object,sea,1,0.11285856152614755,0.11285856152614755
248,brightening_50,object,seat,1,0.0811956485755857,0.0811956485755857
249,brightening_50,object,sheep,1,0.05780756565019358,0.05780756565019358
250,brightening_50,object,shelf,2,0.057918812322647936,0.055650572353506476
251,brightening_50,object,sink,2,0.09992769374117913,0.0798874505537523
252,brightening_50,object,skyscraper,1,0.07322646130462789,0.07322646130462789
253,brightening_50,object,snow,1,0.06934783982844113,0.06934783982844113
254,brightening_50,object,sofa,1,0.10211146487289502,0.10211146487289502
255,brightening_50,object,stove,2,0.08642467458716127,0.062125545500621895
256,brightening_50,object,tent,2,0.076381218363761,0.06225025561465758
257,brightening_50,object,toilet,2,0.08037329994046043,0.07755248861788039
258,brightening_50,object,track,1,0.057662335765690485,0.057662335765690485
259,brightening_50,object,train,8,0.2508947824794848,0.07937928046705671
260,brightening_50,object,tree,5,0.06043588454903244,0.04950487001376328
261,brightening_50,object,washer,1,0.04302380614781191,0.04302380614781191
262,brightening_50,object,water,5,0.17988747799473664,0.08455434471732379
263,brightening_50,object,windowpane,1,0.04487460796536415,0.04487460796536415
264,brightening_50,object,work surface,1,0.04943856728959069,0.04943856728959069
265,brightening_50,part,body,2,0.07624507140602649,0.061279766857076215
266,brightening_50,part,coach,5,0.10195776404017594,0.05936731044075668
267,brightening_50,part,crosswalk,3,0.12694588917299449,0.0925588251173955
268,brightening_50,part,garage door,1,0.03927316686184881,0.03927316686184881
269,brightening_50,part,hair,1,0.039051012448157785,0.039051012448157785
270,brightening_50,part,head,2,0.06090583539691944,0.052634226159397196
271,brightening_50,part,headboard,3,0.04605117854054894,0.03252200603701825
272,brightening_50,part,screen,6,0.17770846992727687,0.06851459266335466
273,brightening_50,part,shop window,2,0.07236608726498757,0.06341612013221862
274,brightening_50,part,water tank,1,0.03326644193793928,0.03326644193793928
275,brightening_50,part,wheel,4,0.2271886704606061,0.09900351638847918
276,brightening_50,scene,abbey-s,1,0.033911835537905916,0.033911835537905916
277,brightening_50,scene,airplane_cabin-s,2,0.09519430001925668,0.08997090324996337
278,brightening_50,scene,airport_terminal-s,7,0.08713698722214112,0.06658151735701272
279,brightening_50,scene,alley-s,6,0.11083359964353078,0.05760906380345881
280,brightening_50,scene,amphitheater-s,2,0.100668926526459,0.0665440122774711
281,brightening_50,scene,amusement_park-s,2,0.08150327230475968,0.06096342280710752
282,brightening_50,scene,aqueduct-s,1,0.04578349904734457,0.04578349904734457
283,brightening_50,scene,arch-s,1,0.03352183845191345,0.03352183845191345
284,brightening_50,scene,archive-s,1,0.036751470736944784,0.036751470736944784
285,brightening_50,scene,art_gallery-s,5,0.2385619341811423,0.10065454153205404
286,brightening_50,scene,attic-s,4,0.16405623987221266,0.11152975974302694
287,brightening_50,scene,auditorium-s,4,0.13105500222294195,0.09293458320978906
288,brightening_50,scene,badlands-s,1,0.0702238813389138,0.0702238813389138
289,brightening_50,scene,bakery-shop-s,6,0.18005896704494645,0.08590581646874841
290,brightening_50,scene,balcony-interior-s,2,0.10027727401381653,0.06499162093205714
291,brightening_50,scene,ball_pit-s,2,0.11291920774456975,0.08734474656551496
292,brightening_50,scene,bank_vault-s,1,0.05548829701372073,0.05548829701372073
293,brightening_50,scene,bar-s,1,0.034642242248044144,0.034642242248044144
294,brightening_50,scene,bathroom-s,5,0.06562477934326583,0.0473099141962831
295,brightening_50,scene,batters_box-s,1,0.03656378188360802,0.03656378188360802
296,brightening_50,scene,beach-s,3,0.14622903548112068,0.09746381834891223
297,brightening_50,scene,bookstore-s,1,0.06406034665712093,0.06406034665712093
298,brightening_50,scene,booth-indoor-s,1,0.05813104276378355,0.05813104276378355
299,brightening_50,scene,bow_window-outdoor-s,1,0.030937924488159338,0.030937924488159338
300,brightening_50,scene,bowling_alley-s,3,0.11893492091420504,0.07742939070129291
301,brightening_50,scene,boxing_ring-s,2,0.07339655354756418,0.06019591452418976
302,brightening_50,scene,bridge-s,1,0.04207608473624185,0.04207608473624185
303,brightening_50,scene,bullring-s,2,0.060561853519519086,0.05749819475800028
304,brightening_50,scene,bus_interior-s,2,0.11108264475526627,0.0927053236414947
305,brightening_50,scene,butchers_shop-s,2,0.1051637189916562,0.07188128542384567
306,brightening_50,scene,car_interior-backseat-s,2,0.16391969967755046,0.12476143302725812
307,brightening_50,scene,carrousel-s,3,0.13408524802573524,0.1024410171881821
308,brightening_50,scene,casino-indoor-s,1,0.0652836954716767,0.0652836954716767
309,brightening_50,scene,castle-s,4,0.10186006876417893,0.06685075146404121
310,brightening_50,scene,cathedral-indoor-s,2,0.05308424617361848,0.050949138109810194
311,brightening_50,scene,catwalk-s,1,0.0864706753769603,0.0864706753769603
312,brightening_50,scene,cemetery-s,3,0.09256319768105582,0.07577334661885775
313,brightening_50,scene,childs_room-s,3,0.09238761267393704,0.05895222479586527
314,brightening_50,scene,church-indoor-s,1,0.03936956533078781,0.03936956533078781
315,brightening_50,scene,church-outdoor-s,1,0.03094676397437397,0.03094676397437397
316,brightening_50,scene,classroom-s,5,0.1791674423644937,0.08713835074097309
317,brightening_50,scene,cloister-indoor-s,3,0.08793679416490388,0.05412541539923265
318,brightening_50,scene,closet-s,8,0.23404025787507995,0.08396458773133461
319,brightening_50,scene,coast-s,2,0.0767195320736436,0.06215972430729788
320,brightening_50,scene,cockpit-s,10,0.1365465385460439,0.08328961947032135
321,brightening_50,scene,conference_room-s,7,0.12689252546671756,0.08038161582694563
322,brightening_50,scene,corridor-s,8,0.11114938980087867,0.06302195316960643
323,brightening_50,scene,courthouse-s,1,0.035192416980572225,0.035192416980572225
324,brightening_50,scene,covered_bridge-interior-s,1,0.036431558910743636,0.036431558910743636
325,brightening_50,scene,creek-s,2,0.08986945389844718,0.06886471198665736
326,brightening_50,scene,crevasse-s,2,0.07344444861029305,0.0670170595537602
327,brightening_50,scene,cubicle-office-s,1,0.03791197215738158,0.03791197215738158
328,brightening_50,scene,dam-s,1,0.031529227780327025,0.031529227780327025
329,brightening_50,scene,desert-sand-s,2,0.14706785942368353,0.09206909862446039
330,brightening_50,scene,dining_room-s,3,0.046363155918604584,0.04072462130946258
331,brightening_50,scene,dorm_room-s,1,0.01625892814223682,0.01625892814223682
332,brightening_50,scene,elevator-door-s,1,0.06738170682593594,0.06738170682593594
333,brightening_50,scene,elevator_shaft-s,1,0.0602300731224498,0.0602300731224498
334,brightening_50,scene,excavation-s,2,0.06335403726708072,0.05040398039822784
335,brightening_50,scene,field-cultivated-s,1,0.06871942066676054,0.06871942066676054
336,brightening_50,scene,field-wild-s,2,0.05933323704578473,0.053645036871595095
337,brightening_50,scene,fire_escape-s,1,0.07143407741941334,0.07143407741941334
338,brightening_50,scene,food_court-s,1,0.04490053352770649,0.04490053352770649
339,brightening_50,scene,forest-broadleaf-s,1,0.0914457794621006,0.0914457794621006
340,brightening_50,scene,forest_path-s,1,0.06374467249445019,0.06374467249445019
341,brightening_50,scene,fountain-s,1,0.06696977007441499,0.06696977007441499
342,brightening_50,scene,gas_station-s,4,0.04854636123365493,0.04084618071459692
343,brightening_50,scene,gazebo-exterior-s,3,0.07141156987642443,0.05779548976668788
344,brightening_50,scene,golf_course-s,1,0.05317373535981962,0.05317373535981962
345,brightening_50,scene,greenhouse-indoor-s,3,0.12336500558947094,0.0844703178744571
346,brightening_50,scene,gymnasium-indoor-s,3,0.07753075551763929,0.06569677262476416
347,brightening_50,scene,hayfield-s,1,0.04530429751644219,0.04530429751644219
348,brightening_50,scene,highway-s,7,0.18633383498662326,0.08047621336869755
349,brightening_50,scene,ice_skating_rink-indoor-s,2,0.07414554431348007,0.0637696631963097
350,brightening_50,scene,islet-s,1,0.042305382611004055,0.042305382611004055
351,brightening_50,scene,jacuzzi-indoor-s,3,0.11717976475967795,0.08864060226091137
352,brightening_50,scene,jail_cell-s,1,0.04289645695473735,0.04289645695473735
353,brightening_50,scene,junk_pile-s,1,0.06470284598964407,0.06470284598964407
354,brightening_50,scene,kasbah-s,1,0.06600584454975719,0.06600584454975719
355,brightening_50,scene,landing_deck-s,1,0.048956180784916516,0.048956180784916516
356,brightening_50,scene,laundromat-s,1,0.12599427864543064,0.12599427864543064
357,brightening_50,scene,lighthouse-s,2,0.10430470925889826,0.07282779317915498
358,brightening_50,scene,living_room-s,3,0.06603857131559321,0.06004483804764993
359,brightening_50,scene,lobby-s,1,0.0284370622787471,0.0284370622787471
360,brightening_50,scene,locker_room-s,1,0.051443997976940235,0.051443997976940235
361,brightening_50,scene,medina-s,1,0.06818680869202054,0.06818680869202054
362,brightening_50,scene,mosque-outdoor-s,1,0.060067602380237915,0.060067602380237915
363,brightening_50,scene,mountain-s,1,0.06505733332268256,0.06505733332268256
364,brightening_50,scene,mountain_snowy-s,2,0.1592205060633899,0.1333212919590126
365,brightening_50,scene,movie_theater-indoor-s,1,0.06156043396049296,0.06156043396049296
366,brightening_50,scene,nursery-s,7,0.14911647008491502,0.06827637446724759
367,brightening_50,scene,oast_house-s,1,0.059165741529617275,0.059165741529617275
368,brightening_50,scene,office-s,1,0.14208750622220492,0.14208750622220492
369,brightening_50,scene,operating_room-s,2,0.06409521864117139,0.049751283546904335
370,brightening_50,scene,orchard-s,1,0.11099791064278457,0.11099791064278457
371,brightening_50,scene,pantry-s,3,0.07359171308454138,0.05575198925802848
372,brightening_50,scene,park-s,2,0.07559589152575241,0.07163976443839243
373,brightening_50,scene,parking_garage-indoor-s,1,0.0657257746820003,0.0657257746820003
374,brightening_50,scene,pasture-s,1,0.07123324125906365,0.07123324125906365
375,brightening_50,scene,playground-s,2,0.12702373097746472,0.12515573313751058
376,brightening_50,scene,playroom-s,2,0.07142631328106873,0.0635029714444356
377,brightening_50,scene,poolroom-home-s,7,0.1332375511610034,0.07200958732983409
